,unique_tx,city,state,zipcode,credit_card_limit,date,transaction_dollar_amount,Long,Lat,date_only,hour_only,day_of_the_week,num_day,month_only,year_only,session,classification
246584,8896425420278012,Manchester,MA,1944,6000,2015-10-02 01:05:29,851.0,-70.687483910362,42.6157416773884,2015-10-02,1,Friday,5,10,2015,Late Night,Fraud
246589,8896425420278012,Manchester,MA,1944,6000,2015-08-12 00:36:41,22.04,-70.7766007572418,42.5930453048987,2015-08-12,24,Wednesday,3,8,2015,Evening-Night,Fraud
246593,8896425420278012,Manchester,MA,1944,6000,2015-08-11 12:31:10,39.64,-70.7165142002322,42.5861831651533,2015-08-11,12,Tuesday,2,8,2015,Morning,Fraud
246599,8896425420278012,Manchester,MA,1944,6000,2015-08-09 04:07:07,0.29,-70.810527239087,42.5920468231896,2015-08-09,4,Sunday,0,8,2015,Late Night,Fraud
246654,8896425420278012,Manchester,MA,1944,6000,2015-10-16 21:13:02,76.94,105.48235958542,-12.4160965585031,2015-10-16,21,Friday,5,10,2015,Evening-Night,Fraud
246720,3612614294719592,Louisville,GA,30434,20000,2015-10-29 14:00:41,49.32,-63.36724873152,6.11668300560391,2015-10-29,14,Thursday,4,10,2015,Afternoon,Fraud
246810,3612614294719592,Louisville,GA,30434,20000,2015-08-26 20:18:00,38.19,-2.01032629837886,13.6250019319924,2015-08-26,20,Wednesday,3,8,2015,Evening-Night,Fraud
246813,3612614294719592,Louisville,GA,30434,20000,2015-08-06 18:57:40,29.8,8.13364534260865,-29.4773907558329,2015-08-06,18,Thursday,4,8,2015,Afternoon,Fraud
246883,3612614294719592,Louisville,GA,30434,20000,2015-09-22 20:27:34,65.88,24.7529883492736,15.0043054181764,2015-09-22,20,Tuesday,2,9,2015,Evening-Night,Fraud
246888,3612614294719592,Louisville,GA,30434,20000,2015-08-14 17:35:24,8.9,9.31272531540484,-26.612235924901,2015-08-14,17,Friday,5,8,2015,Afternoon,Fraud
246897,3612614294719592,Louisville,GA,30434,20000,2015-08-26 17:29:14,68.12,-15.1403964583151,51.1313536513787,2015-08-26,17,Wednesday,3,8,2015,Afternoon,Fraud
246934,3612614294719592,Louisville,GA,30434,20000,2015-09-10 00:34:21,29.41,3.02069563970193,27.6195284561635,2015-09-10,24,Thursday,4,9,2015,Evening-Night,Fraud
246938,3612614294719592,Louisville,GA,30434,20000,2015-08-28 12:31:35,46.9,-82.4177894949703,33.0185024338343,2015-08-28,12,Friday,5,8,2015,Morning,Fraud
246953,3612614294719592,Louisville,GA,30434,20000,2015-08-07 15:48:56,98.05,-0.182608003764004,21.9935243651831,2015-08-07,15,Friday,5,8,2015,Afternoon,Fraud
246979,3612614294719592,Louisville,GA,30434,20000,2015-10-11 20:51:54,76.17,50.3521875844095,42.9394993831053,2015-10-11,20,Sunday,0,10,2015,Evening-Night,Fraud
246982,3612614294719592,Louisville,GA,30434,20000,2015-09-14 20:35:30,75.59,8.42888180226232,-31.55542893586,2015-09-14,20,Monday,1,9,2015,Evening-Night,Fraud
247032,3612614294719592,Louisville,GA,30434,20000,2015-09-30 15:22:47,19.27,30.8804246905142,34.4958588371275,2015-09-30,15,Wednesday,3,9,2015,Afternoon,Fraud
247069,3612614294719592,Louisville,GA,30434,20000,2015-08-28 20:50:02,30.77,102.335080615841,34.0814404028518,2015-08-28,20,Friday,5,8,2015,Evening-Night,Fraud
247086,3612614294719592,Louisville,GA,30434,20000,2015-10-22 21:24:21,70.28,45.3143009462297,49.6578961772276,2015-10-22,21,Thursday,4,10,2015,Evening-Night,Fraud
247129,3612614294719592,Louisville,GA,30434,20000,2015-08-10 16:38:53,31.74,85.2749279038576,35.2520821775312,2015-08-10,16,Monday,1,8,2015,Afternoon,Fraud
247200,8660372645853870,Lancaster,MA,1523,4000,2015-10-20 17:13:35,31.47,9.83415058243759,45.273642778766,2015-10-20,17,Tuesday,2,10,2015,Afternoon,Fraud
247209,8660372645853870,Lancaster,MA,1523,4000,2015-08-31 00:51:43,116.53,-71.6140938946107,42.5069391704842,2015-08-31,24,Monday,1,8,2015,Evening-Night,Fraud
247215,8660372645853870,Lancaster,MA,1523,4000,2015-08-07 06:18:57,28.9,-71.6193251871631,42.4721066949181,2015-08-07,6,Friday,5,8,2015,Late Night,Fraud
247217,8660372645853870,Lancaster,MA,1523,4000,2015-10-24 01:11:38,35.67,-71.6404605105469,42.5168928194348,2015-10-24,1,Saturday,6,10,2015,Late Night,Fraud
247220,8660372645853870,Lancaster,MA,1523,4000,2015-08-26 18:13:18,80.56,-71.6993772087039,42.5044130304679,2015-08-26,18,Wednesday,3,8,2015,Afternoon,Fraud
247226,8660372645853870,Lancaster,MA,1523,4000,2015-08-11 17:30:26,99.54,-71.604796033498,42.4819079689392,2015-08-11,17,Tuesday,2,8,2015,Afternoon,Fraud
247227,8660372645853870,Lancaster,MA,1523,4000,2015-08-02 22:20:56,116.8,-71.6072020699274,42.5163655190695,2015-08-02,22,Sunday,0,8,2015,Evening-Night,Fraud
247228,8660372645853870,Lancaster,MA,1523,4000,2015-10-14 02:48:12,70.73,-71.7098674740797,42.3972776202721,2015-10-14,2,Wednesday,3,10,2015,Late Night,Fraud
247240,8660372645853870,Lancaster,MA,1523,4000,2015-08-12 23:39:49,65.24,-71.6274676321127,42.4251567440451,2015-08-12,23,Wednesday,3,8,2015,Evening-Night,Fraud
247254,8660372645853870,Lancaster,MA,1523,4000,2015-08-13 17:40:32,28.79,-71.699340035867,42.4848661331343,2015-08-13,17,Thursday,4,8,2015,Afternoon,Fraud
247301,8660372645853870,Lancaster,MA,1523,4000,2015-08-26 17:39:26,15.44,-71.703191358695,42.4371489568294,2015-08-26,17,Wednesday,3,8,2015,Afternoon,Fraud
247306,8660372645853870,Lancaster,MA,1523,4000,2015-10-16 03:12:57,14.04,-71.6990833816425,42.4960227201113,2015-10-16,3,Friday,5,10,2015,Late Night,Fraud
247318,8660372645853870,Lancaster,MA,1523,4000,2015-10-30 02:30:37,897.27,-71.71573487351,42.4357322077124,2015-10-30,2,Friday,5,10,2015,Late Night,Fraud
247322,8660372645853870,Lancaster,MA,1523,4000,2015-08-18 18:43:30,37.8,-71.7142491903873,42.4868660187521,2015-08-18,18,Tuesday,2,8,2015,Afternoon,Fraud
247337,8660372645853870,Lancaster,MA,1523,4000,2015-10-14 03:12:02,78.92,-71.7177574410784,42.4179578561997,2015-10-14,3,Wednesday,3,10,2015,Late Night,Fraud
247338,8660372645853870,Lancaster,MA,1523,4000,2015-10-09 03:31:24,36.54,-71.6885485268631,42.4200502911034,2015-10-09,3,Friday,5,10,2015,Late Night,Fraud
247348,8660372645853870,Lancaster,MA,1523,4000,2015-08-11 17:32:22,54.54,-71.6932773191914,42.4942081285374,2015-08-11,17,Tuesday,2,8,2015,Afternoon,Fraud
247358,8660372645853870,Lancaster,MA,1523,4000,2015-10-26 04:56:29,42.89,-71.7171032591598,42.5323200647407,2015-10-26,4,Monday,1,10,2015,Late Night,Fraud
247360,8660372645853870,Lancaster,MA,1523,4000,2015-10-22 04:11:34,49.68,-71.6754256829243,42.5288066109085,2015-10-22,4,Thursday,4,10,2015,Late Night,Fraud
247371,9266231744455912,Richmond,MA,1254,7000,2015-08-13 23:20:45,60.91,-73.3737008337118,42.4258899942945,2015-08-13,23,Thursday,4,8,2015,Evening-Night,Fraud
247377,9266231744455912,Richmond,MA,1254,7000,2015-09-29 18:13:16,71.79,-73.4157101701451,42.3101439313488,2015-09-29,18,Tuesday,2,9,2015,Afternoon,Fraud
247387,9266231744455912,Richmond,MA,1254,7000,2015-10-13 03:42:49,103.25,-73.4274802441747,42.3600542351772,2015-10-13,3,Tuesday,2,10,2015,Late Night,Fraud
247405,9266231744455912,Richmond,MA,1254,7000,2015-08-12 23:56:11,78.27,-73.3005370296218,42.3582121361345,2015-08-12,23,Wednesday,3,8,2015,Evening-Night,Fraud
247406,9266231744455912,Richmond,MA,1254,7000,2015-09-02 00:08:43,59.57,-73.434393792859,42.3763826416716,2015-09-02,24,Wednesday,3,9,2015,Evening-Night,Fraud
247407,9266231744455912,Richmond,MA,1254,7000,2015-09-17 23:43:27,12.3,-73.4010072738896,42.371944050041,2015-09-17,23,Thursday,4,9,2015,Evening-Night,Fraud
247413,9266231744455912,Richmond,MA,1254,7000,2015-08-11 23:41:31,14.86,-73.3241213986981,42.3733733231866,2015-08-11,23,Tuesday,2,8,2015,Evening-Night,Fraud
247418,9266231744455912,Richmond,MA,1254,7000,2015-08-05 00:31:42,93.88,-73.3500286554037,42.4277828661568,2015-08-05,24,Wednesday,3,8,2015,Evening-Night,Fraud
247420,9266231744455912,Richmond,MA,1254,7000,2015-08-27 23:36:23,48.75,-73.4175167985121,42.3916558969665,2015-08-27,23,Thursday,4,8,2015,Evening-Night,Fraud
247424,9266231744455912,Richmond,MA,1254,7000,2015-08-25 22:54:37,72.41,-73.3370562949631,42.3621714477533,2015-08-25,22,Tuesday,2,8,2015,Evening-Night,Fraud
247426,9266231744455912,Richmond,MA,1254,7000,2015-09-03 18:11:15,31.22,-73.4234074104728,42.362164902318,2015-09-03,18,Thursday,4,9,2015,Afternoon,Fraud
247450,9266231744455912,Richmond,MA,1254,7000,2015-08-28 17:38:08,69.63,-73.3390335069864,42.4360763521581,2015-08-28,17,Friday,5,8,2015,Afternoon,Fraud
247467,9266231744455912,Richmond,MA,1254,7000,2015-10-23 01:32:00,0.43,-73.4078210192631,42.434150193441,2015-10-23,1,Friday,5,10,2015,Late Night,Fraud
247481,9266231744455912,Richmond,MA,1254,7000,2015-09-03 18:09:53,56.45,-73.3903297810292,42.4457992806139,2015-09-03,18,Thursday,4,9,2015,Afternoon,Fraud
247504,9266231744455912,Richmond,MA,1254,7000,2015-09-01 00:07:27,67.95,-73.4211351164881,42.4422674066282,2015-09-01,24,Tuesday,2,9,2015,Evening-Night,Fraud
247515,9266231744455912,Richmond,MA,1254,7000,2015-08-31 18:40:56,72.23,-73.3895473940781,42.2983584723552,2015-08-31,18,Monday,1,8,2015,Afternoon,Fraud
247527,9266231744455912,Richmond,MA,1254,7000,2015-10-20 00:00:55,43.13,-73.3367599920368,42.4368202793993,2015-10-20,24,Tuesday,2,10,2015,Evening-Night,Fraud
247531,9266231744455912,Richmond,MA,1254,7000,2015-09-24 18:35:38,75.3,-73.3297063893673,42.4189507460793,2015-09-24,18,Thursday,4,9,2015,Afternoon,Fraud
247538,9266231744455912,Richmond,MA,1254,7000,2015-08-24 22:22:28,48.97,-73.4462570011021,42.3775729763547,2015-08-24,22,Monday,1,8,2015,Evening-Night,Fraud
247545,9266231744455912,Richmond,MA,1254,7000,2015-08-04 18:48:11,128.12,-73.4306026713928,42.3838632400484,2015-08-04,18,Tuesday,2,8,2015,Afternoon,Fraud
247564,9266231744455912,Richmond,MA,1254,7000,2015-08-05 00:21:31,75.37,-73.3026168011634,42.4232938625035,2015-08-05,24,Wednesday,3,8,2015,Evening-Night,Fraud
247566,9266231744455912,Richmond,MA,1254,7000,2015-08-01 02:59:25,81.07,-73.3752117374151,42.3015660780616,2015-08-01,2,Saturday,6,8,2015,Late Night,Fraud
247569,9266231744455912,Richmond,MA,1254,7000,2015-08-06 23:01:22,56.18,-73.4179358657871,42.3187445444138,2015-08-06,23,Thursday,4,8,2015,Evening-Night,Fraud
247570,9266231744455912,Richmond,MA,1254,7000,2015-08-13 22:21:50,43.67,-73.3568642055759,42.4200511197184,2015-08-13,22,Thursday,4,8,2015,Evening-Night,Fraud
247583,9266231744455912,Richmond,MA,1254,7000,2015-08-04 23:02:28,76.25,-73.3535881142085,42.3840600613182,2015-08-04,23,Tuesday,2,8,2015,Evening-Night,Fraud
247590,9266231744455912,Richmond,MA,1254,7000,2015-09-09 23:47:12,37.85,-73.3981617846315,42.4393285840361,2015-09-09,23,Wednesday,3,9,2015,Evening-Night,Fraud
247593,9266231744455912,Richmond,MA,1254,7000,2015-08-11 23:19:20,107.05,-73.3136181525665,42.340342162716,2015-08-11,23,Tuesday,2,8,2015,Evening-Night,Fraud
247797,2318279413327098,Washington,NH,3280,18000,2015-07-31 12:31:28,180.28,-72.1367760587942,43.2360984341161,2015-07-31,12,Friday,5,7,2015,Morning,Fraud
247983,1786706888116468,Las Vegas,NM,87701,12000,2015-10-07 20:57:03,12.91,28.3640555376569,22.2387008523658,2015-10-07,20,Wednesday,3,10,2015,Evening-Night,Fraud
247993,1786706888116468,Las Vegas,NM,87701,12000,2015-10-12 04:27:58,924.24,-105.15484950161,35.5612221121875,2015-10-12,4,Monday,1,10,2015,Late Night,Fraud
248086,1786706888116468,Las Vegas,NM,87701,12000,2015-10-18 01:48:19,23.64,100.669608909925,23.3551918282846,2015-10-18,1,Sunday,0,10,2015,Late Night,Fraud
248155,1786706888116468,Las Vegas,NM,87701,12000,2015-08-13 18:59:31,10.68,2.26812338055816,-23.9843032542902,2015-08-13,18,Thursday,4,8,2015,Afternoon,Fraud
248158,1786706888116468,Las Vegas,NM,87701,12000,2015-10-03 12:33:52,10.65,-105.144765254236,35.5462916616368,2015-10-03,12,Saturday,6,10,2015,Morning,Fraud
248213,1786706888116468,Las Vegas,NM,87701,12000,2015-08-02 04:10:19,5.74,-105.05629730133,35.6560145382378,2015-08-02,4,Sunday,0,8,2015,Late Night,Fraud
248227,1786706888116468,Las Vegas,NM,87701,12000,2015-09-04 22:33:27,16.64,96.1150131870466,55.8118993318514,2015-09-04,22,Friday,5,9,2015,Evening-Night,Fraud
248320,1786706888116468,Las Vegas,NM,87701,12000,2015-08-30 05:16:46,28.06,-105.104034326588,35.6475255214946,2015-08-30,5,Sunday,0,8,2015,Late Night,Fraud
248415,1786706888116468,Las Vegas,NM,87701,12000,2015-10-11 05:48:28,11.13,-105.065066255142,35.6301082706681,2015-10-11,5,Sunday,0,10,2015,Late Night,Fraud
248468,1786706888116468,Las Vegas,NM,87701,12000,2015-09-25 22:40:21,13.22,-0.27685803075515,51.5881457632072,2015-09-25,22,Friday,5,9,2015,Evening-Night,Fraud
248470,1786706888116468,Las Vegas,NM,87701,12000,2015-10-24 18:16:36,27.58,92.0152915442622,-7.16866105518227,2015-10-24,18,Saturday,6,10,2015,Afternoon,Fraud
248503,1786706888116468,Las Vegas,NM,87701,12000,2015-09-09 22:02:56,19.07,126.12672573535,57.7282393381616,2015-09-09,22,Wednesday,3,9,2015,Evening-Night,Fraud
248532,1786706888116468,Las Vegas,NM,87701,12000,2015-08-07 18:18:29,41.77,-149.581813728171,11.589090452687,2015-08-07,18,Friday,5,8,2015,Afternoon,Fraud
248592,7334481986999944,Miami,WV,25134,10000,2015-10-18 21:35:10,57.95,99.908925662111,36.2229857465195,2015-10-18,21,Sunday,0,10,2015,Evening-Night,Fraud
248597,7334481986999944,Miami,WV,25134,10000,2015-09-25 21:02:40,196.54,-4.51830135111722,-13.6743207399796,2015-09-25,21,Friday,5,9,2015,Evening-Night,Fraud
248613,7334481986999944,Miami,WV,25134,10000,2015-09-05 19:00:59,37.01,37.496322358277,39.9515993852695,2015-09-05,19,Saturday,6,9,2015,Evening-Night,Fraud
248657,7334481986999944,Miami,WV,25134,10000,2015-08-21 22:28:26,143.44,121.952992100625,57.0778120179799,2015-08-21,22,Friday,5,8,2015,Evening-Night,Fraud
248739,7334481986999944,Miami,WV,25134,10000,2015-10-23 19:33:16,159.44,122.134544323528,-21.098286846984,2015-10-23,19,Friday,5,10,2015,Evening-Night,Fraud
248790,3929517687134990,Des Moines,IA,50301,10000,2015-08-31 23:01:20,93.75,145.414528937629,52.0310778589628,2015-08-31,23,Monday,1,8,2015,Evening-Night,Fraud
248884,3929517687134990,Des Moines,IA,50301,10000,2015-10-24 01:42:15,63.25,-93.554337830264,41.7165735713017,2015-10-24,1,Saturday,6,10,2015,Late Night,Fraud
248892,3929517687134990,Des Moines,IA,50301,10000,2015-09-04 01:57:43,905.52,-93.6441901024743,41.6426738177996,2015-09-04,1,Friday,5,9,2015,Late Night,Fraud
248937,3929517687134990,Des Moines,IA,50301,10000,2015-10-10 01:18:19,69.91,-93.5524981400187,41.7190881269743,2015-10-10,1,Saturday,6,10,2015,Late Night,Fraud
248949,3929517687134990,Des Moines,IA,50301,10000,2015-09-19 01:01:56,97.21,-93.5643838228455,41.680213014344,2015-09-19,1,Saturday,6,9,2015,Late Night,Fraud
248961,3929517687134990,Des Moines,IA,50301,10000,2015-09-16 22:17:12,129.99,7.55686468068313,23.6702137746036,2015-09-16,22,Wednesday,3,9,2015,Evening-Night,Fraud
249014,3929517687134990,Des Moines,IA,50301,10000,2015-09-26 01:59:26,59.77,-93.5470100496485,41.6767246154359,2015-09-26,1,Saturday,6,9,2015,Late Night,Fraud
249026,3929517687134990,Des Moines,IA,50301,10000,2015-09-21 16:42:59,98.01,1.21552845779541,-30.5404538058741,2015-09-21,16,Monday,1,9,2015,Afternoon,Fraud
249036,3929517687134990,Des Moines,IA,50301,10000,2015-10-24 02:07:55,80.09,-93.5276106686353,41.5987361885448,2015-10-24,2,Saturday,6,10,2015,Late Night,Fraud
249038,3929517687134990,Des Moines,IA,50301,10000,2015-09-02 16:22:35,55.05,65.9251561219868,56.9811458600464,2015-09-02,16,Wednesday,3,9,2015,Afternoon,Fraud
249105,3929517687134990,Des Moines,IA,50301,10000,2015-10-10 01:52:55,77.36,-93.6406462095716,41.6503652298318,2015-10-10,1,Saturday,6,10,2015,Late Night,Fraud
249112,3929517687134990,Des Moines,IA,50301,10000,2015-10-03 04:08:10,98.24,-93.6056685069536,41.6769231899415,2015-10-03,4,Saturday,6,10,2015,Late Night,Fraud
249113,3929517687134990,Des Moines,IA,50301,10000,2015-10-05 23:57:36,81.63,109.280145742068,-22.6181589164297,2015-10-05,23,Monday,1,10,2015,Evening-Night,Fraud
249124,3929517687134990,Des Moines,IA,50301,10000,2015-10-05 18:52:53,52.67,-145.516429539588,10.1597190378812,2015-10-05,18,Monday,1,10,2015,Afternoon,Fraud
249140,3929517687134990,Des Moines,IA,50301,10000,2015-08-18 21:39:36,72.86,-5.26084417610238,2.31685167981452,2015-08-18,21,Tuesday,2,8,2015,Evening-Night,Fraud
249286,9194498820553808,Washington,NH,3280,36000,2015-08-05 20:08:48,0.08,-72.1222664455249,43.2579685857565,2015-08-05,20,Wednesday,3,8,2015,Evening-Night,Fraud
249331,9194498820553808,Washington,NH,3280,36000,2015-09-25 21:48:30,0.17,-72.085143601057,43.2418251104364,2015-09-25,21,Friday,5,9,2015,Evening-Night,Fraud
249341,9194498820553808,Washington,NH,3280,36000,2015-08-08 02:49:19,993.76,-72.1151830834827,43.179256235937,2015-08-08,2,Saturday,6,8,2015,Late Night,Fraud
249351,9194498820553808,Washington,NH,3280,36000,2015-08-28 03:04:00,71.65,-72.026801492393,43.2122222852408,2015-08-28,3,Friday,5,8,2015,Late Night,Fraud
249409,9194498820553808,Washington,NH,3280,36000,2015-10-05 11:56:15,144.98,-72.1335677438544,43.1610421678339,2015-10-05,11,Monday,1,10,2015,Morning,Fraud
249414,9194498820553808,Washington,NH,3280,36000,2015-09-14 20:39:53,0.37,-72.1838518531031,43.1873021848783,2015-09-14,20,Monday,1,9,2015,Evening-Night,Fraud
249416,9194498820553808,Washington,NH,3280,36000,2015-10-02 02:35:34,235.11,11.0430643155721,37.2106474028494,2015-10-02,2,Friday,5,10,2015,Late Night,Fraud
249437,9194498820553808,Washington,NH,3280,36000,2015-08-03 23:16:11,0.02,-72.0333414756484,43.1620692712206,2015-08-03,23,Monday,1,8,2015,Evening-Night,Fraud
249545,9194498820553808,Washington,NH,3280,36000,2015-09-19 21:42:27,134.96,21.8687155237012,-3.58935191446851,2015-09-19,21,Saturday,6,9,2015,Evening-Night,Fraud
249562,9194498820553808,Washington,NH,3280,36000,2015-09-08 21:42:34,207.97,32.4956072442393,54.0460710485244,2015-09-08,21,Tuesday,2,9,2015,Evening-Night,Fraud
249621,9194498820553808,Washington,NH,3280,36000,2015-09-20 20:51:32,8.73,32.5321563458157,52.6339949481527,2015-09-20,20,Sunday,0,9,2015,Evening-Night,Fraud
249663,9194498820553808,Washington,NH,3280,36000,2015-08-13 03:58:46,179.65,-72.0632288609488,43.2318126182082,2015-08-13,3,Thursday,4,8,2015,Late Night,Fraud
249679,9194498820553808,Washington,NH,3280,36000,2015-10-14 21:21:50,117.4,27.4948471533808,4.7816314612679,2015-10-14,21,Wednesday,3,10,2015,Evening-Night,Fraud
249728,9194498820553808,Washington,NH,3280,36000,2015-08-06 03:11:15,113.55,-72.1082140463296,43.1491817375031,2015-08-06,3,Thursday,4,8,2015,Late Night,Fraud
249743,6075288092815423,Los Angeles,CA,90001,12000,2015-08-01 06:34:21,138.97,-118.277336733674,34.0057763712382,2015-08-01,6,Saturday,6,8,2015,Late Night,Fraud
249795,6075288092815423,Los Angeles,CA,90001,12000,2015-10-16 17:12:11,166.59,31.052749073482,-7.39007534774311,2015-10-16,17,Friday,5,10,2015,Afternoon,Fraud
249802,6075288092815423,Los Angeles,CA,90001,12000,2015-10-01 23:16:17,91.43,-2.52507870888336,-10.0037714932359,2015-10-01,23,Thursday,4,10,2015,Evening-Night,Fraud
249823,6075288092815423,Los Angeles,CA,90001,12000,2015-10-05 21:00:43,69.27,81.7023686063395,15.6728243166693,2015-10-05,21,Monday,1,10,2015,Evening-Night,Fraud
249928,6075288092815423,Los Angeles,CA,90001,12000,2015-08-22 01:21:27,50.06,11.9284285470775,34.3202894627956,2015-08-22,1,Saturday,6,8,2015,Late Night,Fraud
249975,6075288092815423,Los Angeles,CA,90001,12000,2015-09-11 17:18:40,85.6,87.4583186120055,47.5760465450429,2015-09-11,17,Friday,5,9,2015,Afternoon,Fraud
250010,6075288092815423,Los Angeles,CA,90001,12000,2015-08-02 20:34:35,74.0,35.4869178436919,52.0374017646815,2015-08-02,20,Sunday,0,8,2015,Evening-Night,Fraud
250085,5257380962581683,Washington,NH,3280,10000,2015-10-27 00:39:45,41.68,2.39294965184588,29.0447402974378,2015-10-27,24,Tuesday,2,10,2015,Evening-Night,Fraud
250157,5257380962581683,Washington,NH,3280,10000,2015-10-09 04:01:32,103.76,-72.1642952283287,43.2092352867139,2015-10-09,4,Friday,5,10,2015,Late Night,Fraud
250212,5257380962581683,Washington,NH,3280,10000,2015-08-09 20:43:08,50.14,-1.94344983263203,48.085956352964,2015-08-09,20,Sunday,0,8,2015,Evening-Night,Fraud
250232,5257380962581683,Washington,NH,3280,10000,2015-10-20 17:11:56,11.13,142.360806381293,39.8095606950309,2015-10-20,17,Tuesday,2,10,2015,Afternoon,Fraud
250253,5257380962581683,Washington,NH,3280,10000,2015-10-03 03:14:36,98.33,-72.0441407925264,43.1837875869938,2015-10-03,3,Saturday,6,10,2015,Late Night,Fraud
250357,5257380962581683,Washington,NH,3280,10000,2015-09-11 19:49:15,93.82,100.680611538476,51.5885580920096,2015-09-11,19,Friday,5,9,2015,Evening-Night,Fraud
250396,5257380962581683,Washington,NH,3280,10000,2015-09-08 19:57:32,58.84,12.3709611137249,27.4510395095637,2015-09-08,19,Tuesday,2,9,2015,Evening-Night,Fraud
250402,5257380962581683,Washington,NH,3280,10000,2015-09-11 22:53:33,80.75,12.0464789526337,22.2345704144115,2015-09-11,22,Friday,5,9,2015,Evening-Night,Fraud
250424,5257380962581683,Washington,NH,3280,10000,2015-10-17 06:02:13,69.42,-72.1266661327839,43.1416960116853,2015-10-17,6,Saturday,6,10,2015,Late Night,Fraud
